sector;2030;2035;2040;2050
Crude_oil;0.0;0.0;0.0;0.0
Liquid_fuels;0.0;0.0;0.0;0.0
Gas_fuels;0.0;0.0;0.0;0.0
Solid_fuels;0.0;0.0;0.0;0.0
Elec_heating;0.0067089312116341;0.03291932290119304;0.0403017295402434;-0.0187814457834457
Steel_Iron;0.0050848615576055;0.005454890388876699;0.0056124836025226;0.0080042632050854
NonFerrousMetals;0.0051958619321137;0.005748925033385532;0.0059957935100487;0.0083597481975079
Cement;0.0068988712455126;0.0068034207675025105;0.0067037914429901;0.0091520499239627
OthMin;0.006968458412524;0.006866983968606188;0.0067633668310738;0.0091532567931675
ChemicalPharma;0.0121074223135904;0.010260128762471066;0.0092161414937161;0.0104033332081305
Paper;0.0052794627247918;0.005710801401322074;0.0058961483353154;0.008435663991523
Auto_industry;0.008383309571897;0.007968447666509393;0.0076887821330038;0.0094986402270711
OthEquip;0.0097599695739183;0.008900190616029535;0.0083800356738226;0.0099926023121301
Electronics;0.0097599695739183;0.008900190616029535;0.0083800356738226;0.0099926023121301
Food_industry;0.008067148018046;0.007653856074723242;0.0073796324463637;0.0093061022271452
OthManuf;0.0096942801075952;0.008851845084109078;0.0083412410407588;0.0099633541794086
LandTransp;0.0168246766654853;0.01329943585236526;0.0113550477665422;0.0120185843244138
NavalTransp;0.0186079217330699;0.015342744727094626;0.0135033645449091;0.0143455213291763
AirTransp;0.0073276069871259;0.006862711559270984;0.0065726929327381;0.0086324731529443
AgriForest_Fish;0.0083383946020887;0.007744626470089999;0.0073768330904981;0.0092146033702176
Construction;0.0;0.0;0.0;0.0
Property_business;0.0071459798697506;0.007052000203218167;0.0069495168184401;0.0090347527628675
Compo;0.0071459798697506;0.007052000203218167;0.0069495168184401;0.0090347527628675
